institution,title,project_url,functioning_website,website_not_found,not_redirected_website,partially_unaccessible_website,new_website_url,url_showcase,url_showcase_working,url_landing_page,url_landing_working,provenance,knot_uri,notes,url_first_seen,url_last_seen
"Istituto di Linguistica Computazionale ""A. Zampolli"" (ILC-CNR)",Atlante Lessicale Toscano,http://serverdbt.ilc.cnr.it/ALTWEB,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/alt-project,,2007-07-27 12:07:23,2024-12-08 04:37:19
Università degli studi di Padova,ASIt: Atlante Sintattico d’Italia,http://svrims2.dei.unipd.it:8080/asit-maldura/pages/search.jsp,TRUE,FALSE,FALSE,TRUE,,http://asit.maldura.unipd.it/,TRUE,,FALSE,AIUCD,,,2013-12-16 00:21:39,2024-02-28 19:17:19
OVI-CNR,Artesia,http://artesia.ovi.cnr.it/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Italian DH Institutions,,,2013-01-22 01:20:04,2024-09-28 05:55:19
Università di Bologna,artchives - the inventory of art historians’ archives,http://artchives.fondazionezeri.unibo.it/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Italian DH Institutions,,,2020-11-28 13:54:26,2024-12-31 12:03:35
ISTC-CNR,arco,http://wit.istc.cnr.it/arco/index.php?lang=en,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Italian DH Institutions,,,2019-07-26 10:04:19,2024-05-24 15:36:07
,Archivio Università Castrense,https://archivio.universitacastrense.eu/,TRUE,FALSE,FALSE,TRUE,,,FALSE,,FALSE,AIUCD,,,2019-08-28 10:33:58,2025-01-01 09:18:11
Università degli studi di Torino; Teche Rai.,Archivio Musicale dell'Orchestra Sinfonica Nazionale della Rai,http://www.osn.teche.rai.it/Default.aspx,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/rai-orchestra-project,,2016-09-05 16:31:30,2024-08-13 16:24:56
Università Ca' Foscari Venezia,Archivio fonti orali,https://pric.unive.it/progetti/archivio-fonti-orali/home,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Italian DH Institutions,,,2021-02-28 04:06:39,2024-12-04 07:06:04
"Istituto di Linguistica Computazionale ""A. Zampolli"" (ILC-CNR)",Archivio Elettronico delle Opere di Carlo Emilio Gadda,http://dbtvm1.ilc.cnr.it/Gadda/,TRUE,FALSE,FALSE,TRUE,,,,,,KNOT,http://purl.org/knot/data/gadda-archive-project,this project is already present in the dataset but under a different url,2024-05-22 08:54:38,2024-06-28 17:03:05
Università di Cagliari,Archivio digitale del Risorgimento in Sardegna,https://storia.dh.unica.it/archiviodigitalerisorgimento/,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/archivio-risorgimento-sardegna-project,,2020-09-24 14:44:16,2024-11-26 22:16:19
"Università degli studi di Roma ""La Sapienza""; Università Cattolica del Sacro Cuore del Sacro Cuore; Università degli studi di Torino; Università degli studi di Padova; Università degli Studi di Urbino Carlo Bo; Università degli studi della Tuscia; Università degli studi di Bergamo; Royal Netherlands Institute in Rome.",Archilet - archivio delle corrispondenze letterarie di età moderna,http://www.archilet.it/,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/archilet-project,,2012-10-11 01:01:05,2024-12-17 20:47:10
Accademia della Crusca,ArchiDATA - Archivio di (retro)datazioni lessicali,https://www.archidata.info/,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/archidata-project,,2006-02-08 12:11:34,2024-12-02 18:20:10
Università di Bologna,AMS Historica Unibo,https://historica.unibo.it/,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/ams-historica-project,,2022-09-23 11:50:38,2025-01-03 15:28:21
Università di Catania,Alpion,https://alpion.unict.it,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Italian DH Institutions,,,2022-01-20 22:55:43,2024-09-10 23:54:37
Università di Verona,Alpilink,https://alpilink.it/ascoltaeesplora/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Italian DH Institutions,,,2023-09-12 06:07:50,2024-09-07 16:35:43
Università di Siena,ALIM Archivio della Latinità Italiana del Medioevo,http://alim.unisi.it/,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/alim-project,,2017-11-13 22:16:44,2025-01-01 13:15:17
"Università degli studi di Roma ""La Sapienza""; Università Cattolica del Sacro Cuore; Università Roma Tre",ALI Autografi dei Letterati Italiani,http://www.autografi.net/it/,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/ali-project,,2017-10-22 06:23:17,2024-11-17 07:03:37
"Università di Parma; Università di Bologna; Università di Pavia; Università degli studi di Roma ""La Sapienza""; Università degli studi di Milano",Alessandro Manzoni,https://www.alessandromanzoni.org,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Italian DH Institutions,,,2002-11-24 05:51:31,2024-12-26 01:35:32
FBK - Fondazione Bruno Kessler,Alcide Digitale,https://alcidedigitale.fbk.eu/platform/,TRUE,FALSE,FALSE,TRUE,,,FALSE,,FALSE,Italian DH Institutions,,,2021-10-24 19:02:52,2024-09-21 08:05:29
ISTI-CNR,Alchimia di Jackson Pollock / Jackson Pollock: Alchemy in 3D,,TRUE,FALSE,FALSE,FALSE,,http://vcg.isti.cnr.it/alchemy/,TRUE,,FALSE,DH Awards,,,,
CNR,AGLIO Atlante Grammaticale della Lingua Italiana delle Origini,http://aglio.ovi.cnr.it/index.php,TRUE,FALSE,FALSE,FALSE,,,,,,KNOT,http://purl.org/knot/data/aglio-project,,2020-08-13 11:52:35,2024-02-21 09:08:44
Bibliotheca Hertziana,Abruzzen und Molise,https://db.biblhertz.it/abruzzo/index.xml,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Italian DH Institutions,,,2015-12-23 17:19:12,2024-06-27 11:30:22
ISTI-CNR,A Software Architecture for Narratives,https://dlnarratives.eu/narratives.html,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,IRCDL,,,2020-03-04 02:32:14,2024-07-24 19:14:38
Università di Bologna,A Multi-layer Digital Library for Mediaeval Legal Manuscripts (Mosaico project),http://mosaico.cirsfid.unibo.it/,TRUE,FALSE,FALSE,TRUE,,,FALSE,,FALSE,IRCDL,,,2013-05-08 14:14:18,2024-07-06 18:10:25
Università degli studi di Padova,A Contribution for the Dissemination of Cultural Heritage Content to a Wider Public,http://ipsa.ipsa-project.org/,TRUE,FALSE,FALSE,TRUE,,http://ipsa.ipsa-project.org/,TRUE,,FALSE,IRCDL,,,2022-01-20 15:44:19,2024-05-03 10:06:28
ISTI-CNR,3DHOP: 3D Heritage Online Presenter,http://vcg.isti.cnr.it/3dhop/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,DH Awards,,,2014-06-05 09:33:38,2024-11-27 00:22:28
,3d icons,http://3dicons.ceti.gr/,TRUE,FALSE,FALSE,TRUE,,,FALSE,,FALSE,Italian DH Institutions,,,,
ICCU - Istituto centrale per il catalogo unico delle biblioteche italiane e le informazioni bibliografiche,14-18 Documenti e immagini della Grande Guerra,http://www.14-18.it/progetto,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2018-12-20 19:56:09,2024-08-09 16:11:42
SISMEL,I LUOGHI DELLA CULTURA IN TOSCANA FINO AL 1325,https://atlas.mirabileweb.it/atlas,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2023-06-05 04:07:28,2023-06-05 04:07:57
Università di Siena,Archivio della Latinità Italiana del Medioevo,http://en.alim.unisi.it/dl/fonti_documentarie,TRUE,FALSE,FALSE,TRUE,,,FALSE,,FALSE,AIUCD,,,2017-10-21 04:10:58,2023-06-05 04:07:42
,D4Science: Infrastructure to Support the Definition and Operation of Virtual Research Environments,https://www.d4science.org/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,IRCDL,,,2008-02-08 12:48:10,2025-01-01 10:42:13
Società Dantesca Italiana,Dante Online,http://www.danteonline.it/italiano/home_ita.asp,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Catalogue Digital Editions,,,2002-10-02 22:44:06,2024-12-08 19:30:40
Università di Pavia,I testimoni della Vita Nova,http://vitanova.unipv.it/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Catalogue Digital Editions,,,2005-04-12 11:55:39,2024-11-18 09:06:40
Archivio di Stato di Prato,"Datini, Lettere",http://datini.archiviodistato.prato.it/la-ricerca/le-edizioni-delle-lettere#n,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Catalogue Digital Editions,,,2014-08-16 05:19:48,2024-07-12 18:41:59
Max Planck Institute for the History of Science,Galileo Galilei's Notes on Motion,http://www.mpiwg-berlin.mpg.de/Galileo_Prototype/MAIN.HTM,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Catalogue Digital Editions,,,1998-07-03 07:09:39,2025-02-21 17:09:48
Scuola Normale Superiore di Pisa; Bildarchiv Foto Marburg,Jacob Burckhardt,https://burckhardtsource.org/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Catalogue Digital Editions,,,2013-05-06 10:00:06,2025-04-03 00:45:00
,L’Orlando Furioso e la sua traduzione in immagini,http://www.orlandofurioso.org/,FALSE,TRUE,FALSE,FALSE,,,FALSE,,FALSE,Catalogue Digital Editions,,,2005-07-30 17:28:04,2021-05-06 07:24:39
Istituto di Teoria e Tecniche dell’Informazione Giuridica (ITTIG-CNR),Bibliotheca Iuris Antiqui (BIA),http://www.ittig.cnr.it,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Catalogue Digital Editions,,,2002-08-03 13:37:53,2025-04-03 09:50:57
Università di Bologna,"Vespasiano da Bisticci, Lettere",http://vespasianodabisticciletters.unibo.it,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,Catalogue Digital Editions,,,2014-05-18 02:20:53,2025-02-06 22:50:18
Università Statale di Milano,Italy ELT Archive,https://italy-elt-archive.unimi.it/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,IRCDL,,,2024-09-14 17:50:47,2026-02-28 00:49:54
Centro del restauro di Venaria,Archivio digitale Venaria,https://www.centrorestaurovenaria.it/archivio-digitale-ccr/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2024-10-26 02:59:27,2024-11-10 21:24:23
Università di Lubiana,LORIS,https://www.jeziknaklik.it/loris/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2023-03-27 01:13:19,2026-01-09 07:22:09
Università Federico II di Napoli,Magic,https://www.magic.unina.it/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2024-07-31 07:58:46,2026-01-20 07:10:30
Fondazione Giannino Bassetti,Centro Documentazione Bassetti,https://centrodocumentazione.fondazionebassetti.org/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2025-04-05 00:08:30,2026-01-25 13:03:03
Università di Bologna,Carteggio Canneti Fiacchi,https://esdcarteggiocannetifiacchi.unibo.it/#/imgTxt?d=DLCL_CF_E10001&p=DLCL_CF_E10001_L_C1R,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2025-03-07 09:49:07,2025-07-03 11:16:36
Università di Salerno,Limina,https://limina.dantelimina.it/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2024-11-19 03:23:13,2025-09-09 10:04:14
Università di Salerno,Dante Limina,https://dantelimina.it/matrix/public/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2025-06-12 23:49:02,2026-01-13 12:00:13
Università di Salerno,Dante,https://dante.dantelimina.it/home,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2025-06-12 23:50:58,2025-06-13 01:01:30
Parco Archeologico di Siracusa,Taccuini di Paolo Orsi,https://app.transkribus.org/sites/taccuini-paolo-orsi,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2024-11-30 06:15:22,2025-06-13 02:05:14
,Glottolab,https://glottolab.z6.web.core.windows.net/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2025-06-13 01:33:59,2025-06-13 02:18:25
Università Statale di Milano,Liita,https://www.liita.it,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2024-04-23 16:10:22,2026-02-10 00:49:48
,CHIt,https://chit.chitontove.it/risorse,TRUE,FALSE,FALSE,TRUE,,,FALSE,,FALSE,AIUCD,,,2025-06-13 00:08:54,2025-06-13 00:18:25
Università di Bologna,uniVOCittà,https://univocitta.github.io/UniVOCItta/,TRUE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,AIUCD,,,2025-06-13 00:49:57,2025-06-13 13:56:11
